Suriname,3.0,1988,0.016129032258064516
United States,39.0,1988,0.20967741935483872
Costa Rica,2.0,1988,0.010752688172043012
Australia,6.0,1988,0.03225806451612903
Sweden,2.0,1988,0.010752688172043012
Poland,1.0,1988,0.005376344086021506
Netherlands,2.0,1988,0.010752688172043012
Bulgaria,6.0,1988,0.03225806451612903
Soviet Union,15.0,1988,0.08064516129032258
Romania,3.0,1988,0.016129032258064516
China,7.0,1988,0.03763440860215054
Great Britain,6.0,1988,0.03225806451612903
France,2.0,1988,0.010752688172043012
East Germany,58.0,1988,0.3118279569892473
Denmark,2.0,1988,0.010752688172043012
Canada,3.0,1988,0.016129032258064516
New Zealand,2.0,1988,0.010752688172043012
West Germany,6.0,1988,0.03225806451612903
Spain,1.0,1988,0.005376344086021506
Hungary,16.0,1988,0.08602150537634409
France,3.0,1984,0.01744186046511628
Australia,19.0,1984,0.11046511627906977
Switzerland,1.0,1984,0.005813953488372093
Sweden,2.0,1984,0.011627906976744186
Netherlands,11.0,1984,0.06395348837209303
Canada,21.0,1984,0.12209302325581395
Venezuela,1.0,1984,0.005813953488372093
Brazil,2.0,1984,0.011627906976744186
United States,86.0,1984,0.5
Belgium,1.0,1984,0.005813953488372093
Romania,1.0,1984,0.005813953488372093
West Germany,18.0,1984,0.10465116279069768
Great Britain,6.0,1984,0.03488372093023256
Denmark,1.0,1980,0.00641025641025641
East Germany,64.0,1980,0.41025641025641024
Australia,11.0,1980,0.07051282051282051
Sweden,11.0,1980,0.07051282051282051
Poland,1.0,1980,0.00641025641025641
Netherlands,1.0,1980,0.00641025641025641
Soviet Union,47.0,1980,0.30128205128205127
Brazil,1.0,1980,0.00641025641025641
Spain,1.0,1980,0.00641025641025641
Great Britain,10.0,1980,0.0641025641025641
Hungary,8.0,1980,0.05128205128205128
Australia,1.0,1976,0.00641025641025641
East Germany,47.0,1976,0.30128205128205127
Netherlands,2.0,1976,0.01282051282051282
Canada,10.0,1976,0.0641025641025641
Soviet Union,14.0,1976,0.08974358974358974
United States,74.0,1976,0.47435897435897434
West Germany,2.0,1976,0.01282051282051282
Great Britain,6.0,1976,0.038461538461538464
Australia,24.0,1972,0.13793103448275862
East Germany,18.0,1972,0.10344827586206896
Italy,4.0,1972,0.022988505747126436
Sweden,6.0,1972,0.034482758620689655
Canada,6.0,1972,0.034482758620689655
Soviet Union,7.0,1972,0.040229885057471264
Japan,7.0,1972,0.040229885057471264
United States,91.0,1972,0.5229885057471264
West Germany,5.0,1972,0.028735632183908046
Great Britain,2.0,1972,0.011494252873563218
Hungary,4.0,1972,0.022988505747126436
France,1.0,1968,0.005747126436781609
Australia,16.0,1968,0.09195402298850575
East Germany,13.0,1968,0.07471264367816093
Netherlands,3.0,1968,0.017241379310344827
Canada,7.0,1968,0.040229885057471264
Soviet Union,12.0,1968,0.06896551724137931
Mexico,4.0,1968,0.022988505747126436
United States,109.0,1968,0.6264367816091954
West Germany,2.0,1968,0.011494252873563218
Great Britain,2.0,1968,0.011494252873563218
Yugoslavia,5.0,1968,0.028735632183908046
France,2.0,1964,0.018518518518518517
Australia,18.0,1964,0.16666666666666666
Germany,10.0,1964,0.09259259259259259
Netherlands,5.0,1964,0.046296296296296294
Japan,1.0,1964,0.009259259259259259
Soviet Union,7.0,1964,0.06481481481481481
United States,63.0,1964,0.5833333333333334
Great Britain,2.0,1964,0.018518518518518517
Australia,28.0,1960,0.3111111111111111
Sweden,2.0,1960,0.022222222222222223
Germany,5.0,1960,0.05555555555555555
Netherlands,4.0,1960,0.044444444444444446
Japan,8.0,1960,0.08888888888888889
Brazil,1.0,1960,0.011111111111111112
United States,36.0,1960,0.4
Great Britain,6.0,1960,0.06666666666666667
Australia,34.0,1956,0.4358974358974359
South Africa,1.0,1956,0.01282051282051282
Germany,4.0,1956,0.05128205128205128
Soviet Union,2.0,1956,0.02564102564102564
Japan,11.0,1956,0.14102564102564102
United States,19.0,1956,0.24358974358974358
Great Britain,4.0,1956,0.05128205128205128
Hungary,3.0,1956,0.038461538461538464
France,6.0,1952,0.09090909090909091
Australia,3.0,1952,0.045454545454545456
South Africa,3.0,1952,0.045454545454545456
Sweden,2.0,1952,0.030303030303030304
Germany,1.0,1952,0.015151515151515152
Netherlands,6.0,1952,0.09090909090909091
New Zealand,1.0,1952,0.015151515151515152
Japan,6.0,1952,0.09090909090909091
Brazil,1.0,1952,0.015151515151515152
United States,19.0,1952,0.2878787878787879
Great Britain,1.0,1952,0.015151515151515152
Hungary,17.0,1952,0.25757575757575757
France,2.0,1948,0.030303030303030304
Australia,6.0,1948,0.09090909090909091
Denmark,10.0,1948,0.15151515151515152
Netherlands,5.0,1948,0.07575757575757576
United States,37.0,1948,0.5606060606060606
Great Britain,1.0,1948,0.015151515151515152
Hungary,5.0,1948,0.07575757575757576
